accuracy,recall,precision,f1,areaUnderROC,iou,model,fold
0.62886,0.6368436824858305,0.5702017193364814,0.6016830222852757,0.6614913543047967,0.43029086528621635,0,0
0.62886,0.6368436824858305,0.5702017193364814,0.6016830222852757,0.6614913543047967,0.43029086528621635,0,1
0.62886,0.6368436824858305,0.5702017193364814,0.6016830222852757,0.6614913543047968,0.43029086528621635,0,2
0.62886,0.6368436824858305,0.5702017193364814,0.6016830222852757,0.6614913543047968,0.43029086528621635,0,3
0.62886,0.6368436824858305,0.5702017193364814,0.6016830222852757,0.6614913543047968,0.43029086528621635,0,4
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.7003663374498956,0.47681535723230734,1,0
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.7003663374498956,0.47681535723230734,1,1
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.7003663374498956,0.47681535723230734,1,2
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.7003663374498956,0.47681535723230734,1,3
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.7003663374498956,0.47681535723230734,1,4
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.7180371700533251,0.47681535723230734,2,0
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.7180371700533251,0.47681535723230734,2,1
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.7180371700533251,0.47681535723230734,2,2
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.7180371700533251,0.47681535723230734,2,3
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.7180371700533251,0.47681535723230734,2,4
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.6354638199349021,0.47681535723230734,3,0
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.6354638199349021,0.47681535723230734,3,1
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.6354638199349021,0.47681535723230734,3,2
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.6354638199349021,0.47681535723230734,3,3
0.6637880952380952,0.696136607298373,0.6021382317712233,0.6457345597027171,0.6354638199349021,0.47681535723230734,3,4
0.5598366666666666,0.0,0.0,0.0,0.6614913543047968,0.0,4,0
0.5598366666666666,0.0,0.0,0.0,0.6614913543047968,0.0,4,1
0.5598366666666666,0.0,0.0,0.0,0.6614913543047967,0.0,4,2
0.5598366666666666,0.0,0.0,0.0,0.6614913543047968,0.0,4,3
0.5598366666666666,0.0,0.0,0.0,0.6614913543047967,0.0,4,4
0.6615490476190476,0.7558363075178802,0.5902232645213178,0.6628416485179912,0.7179607975480692,0.49570916397698594,5,0
0.6615490476190476,0.7558363075178802,0.5902232645213178,0.6628416485179912,0.7179607975480692,0.49570916397698594,5,1
0.6615490476190476,0.7558363075178802,0.5902232645213178,0.6628416485179912,0.7179607975480692,0.49570916397698594,5,2
0.6615490476190476,0.7558363075178802,0.5902232645213178,0.6628416485179912,0.7179607975480691,0.49570916397698594,5,3
0.6615490476190476,0.7558363075178802,0.5902232645213178,0.6628416485179912,0.7179607975480691,0.49570916397698594,5,4
0.6280580952380952,0.8552874852733239,0.5498176846260466,0.6693480244988224,0.6614913543047968,0.5030226060775347,6,0
0.6280580952380952,0.8552874852733239,0.5498176846260466,0.6693480244988224,0.6614913543047968,0.5030226060775347,6,1
0.6280580952380952,0.8552874852733239,0.5498176846260466,0.6693480244988224,0.6614913543047967,0.5030226060775347,6,2
0.6280580952380952,0.8552874852733239,0.5498176846260466,0.6693480244988224,0.6614913543047969,0.5030226060775347,6,3
0.6280580952380952,0.8552874852733239,0.5498176846260466,0.6693480244988224,0.6614913543047968,0.5030226060775347,6,4
